chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
0.4776499,0.0922151,0.08281378,0.01779389,1674.0204850397747,1485890.8186370614,1941.5553944821747,407140.0970582119,3062.0436835534792,6621335.36679672,0.09228515625,0.008205064793222958,-0.000114606446,0.0030751734,135.99917763157896,-312.7899,18036.33,94.90235,2686.086,27.102911,2184.603,28.523594,586.2748,5.554075,385.30682,3.3150725,112.147995,-3.1984844,146.804,-1.9017469,79.244064,-5.605006,76.21276,-2.2145278,52.283504,1.8050797,62.41906,-4.3201513,90.35123,-1.2044498,48.998634,0.15145242,35.95401,-2.389091,40.836403,-2.2517278,27.285994,-0.67742544,38.47688,-2.344486,30.877813,-0.2921165,25.98961,-1.4610351,22.35779,04383b5618f4d8d8ef2b075c6e24f754ac6c0795717058f7e330bcd09e1e835f3e854446fda612edf59a9159f87a4475a1fad99f520e9df05caabe23d304af28
0.5313547,0.09038636,0.0699375,0.008699603,2528.4171492448622,1122175.9396867102,2588.9189296879904,464819.3940816275,5566.673005756579,4607223.845949199,0.1118883634868421,0.006011004038464659,-6.9081293e-06,0.005567563,151.99908088235293,-375.04904,39683.14,80.08897,2323.5232,9.737881,726.71375,30.333214,740.5854,1.2439886,827.9833,11.121389,127.45359,-3.6687381,366.9067,2.4067996,170.57242,-4.081012,239.58032,0.9226421,70.242256,7.9095383,33.573925,-0.97568655,120.0739,-0.6185594,45.20235,1.1525378,42.586605,0.52463925,64.774925,3.8817885,86.712006,1.0280497,61.922264,-0.6611232,44.583412,0.6092205,39.443687,0.20577686,25.89752,04383b5618f4d8d8ef2b075c6e24f754ac6c0795717058f7e330bcd09e1e835f3e854446fda612edf59a9159f87a4475a1fad99f520e9df05caabe23d304af28
0.49575037,0.089672275,0.09613687,0.008399459,2342.321984579726,1534988.7059135947,2308.393651913502,583687.8913262152,4829.930336056775,7496058.038785376,0.12584610567748092,0.00826798804635303,-7.1494096e-06,0.0035306974,198.76802884615384,-283.8658,32866.184,89.89733,3850.4688,3.106628,748.4895,29.98366,835.6634,-6.7355976,787.3172,11.929159,177.66174,-6.2976184,205.16911,-1.243739,144.62538,-7.6779594,201.62299,-5.2964935,133.41797,3.0263975,118.09408,-5.3549824,209.02983,-4.845271,73.60928,-0.059348945,75.86118,-2.320751,72.50093,-3.0000741,72.242546,-1.508766,60.294712,-1.6837834,61.854454,-1.2034328,40.0304,-0.68834156,50.090046,04383b5618f4d8d8ef2b075c6e24f754ac6c0795717058f7e330bcd09e1e835f3e854446fda612edf59a9159f87a4475a1fad99f520e9df05caabe23d304af28
0.4774903,0.090810046,0.05870536,0.0037673577,2571.459615415022,2083246.1388860124,2311.237377762903,659669.6240777535,5062.5244140625,8516546.179652214,0.16168697296626985,0.013267760629406442,-8.069625e-06,0.002036339,135.99917763157896,-339.34335,27962.764,90.69878,4424.1367,5.1296387,794.1039,29.055511,635.46783,-11.250315,608.0416,9.210455,156.40567,-8.426154,194.02408,-5.603064,161.05916,-6.1992607,116.162834,-9.551509,99.473206,0.5919802,85.06423,-1.8148534,101.944435,1.1828245,65.64326,-5.8312664,84.12851,-0.4028089,40.896572,2.9523888,49.105045,-5.5854087,69.33988,-0.79379886,64.27786,-0.88889337,67.54239,-0.76780087,44.488617,04383b5618f4d8d8ef2b075c6e24f754ac6c0795717058f7e330bcd09e1e835f3e854446fda612edf59a9159f87a4475a1fad99f520e9df05caabe23d304af28
0.42380583,0.101882644,0.05990637,0.0023500707,2204.990644611356,1877852.7493209217,2130.913164417056,506131.4133046189,4256.396484375,6986267.858972916,0.12773354033119658,0.011963298421961874,-5.52316e-06,0.0016658321,112.34714673913044,-330.17487,21271.227,101.88068,3449.5833,10.773896,917.0743,42.282066,1233.9238,-11.176928,1003.0935,5.3470674,260.45288,-10.565189,328.79816,-9.396798,172.12373,-5.0066986,136.99062,-13.661708,165.7679,4.49773,121.24582,-7.0594826,165.46481,-4.5602655,72.60412,0.026126176,96.29215,-2.9494855,59.585392,-0.014398428,70.15935,-5.9722953,86.49625,-2.597467,48.182472,0.65293026,38.314735,-2.514554,49.077847,04383b5618f4d8d8ef2b075c6e24f754ac6c0795717058f7e330bcd09e1e835f3e854446fda612edf59a9159f87a4475a1fad99f520e9df05caabe23d304af28
0.49924988,0.09065345,0.10616084,0.011816199,2664.525891065176,1967688.9183109184,2306.5459787731743,701309.601948347,5211.115504022854,7976339.160940759,0.17426903568097016,0.011586900502542899,-4.643588e-05,0.005328447,112.34714673913044,-291.5369,40216.215,89.81202,4428.182,-8.49132,850.5894,24.049707,570.0431,-17.867775,705.8519,7.629602,207.1705,-3.5507257,352.05627,-4.328564,113.64445,-4.082551,103.20372,-8.17451,165.57608,6.6073136,83.82434,-4.449425,145.78827,-4.134467,67.05218,0.043474033,68.14738,-1.8326906,73.401344,-1.5480422,87.1356,-2.7633307,73.61793,-2.0318534,43.174564,-1.3253297,32.309307,-0.4671438,61.965317,04383b5618f4d8d8ef2b075c6e24f754ac6c0795717058f7e330bcd09e1e835f3e854446fda612edf59a9159f87a4475a1fad99f520e9df05caabe23d304af28
0.47765452,0.092285715,0.09676781,0.014079976,2399.664702728987,1426035.4750797495,2317.3856564267003,596785.843711294,4902.599131632194,7020654.443273151,0.13825736285971224,0.008854234522775145,-5.4622265e-05,0.0040438734,172.265625,-302.69937,33506.137,85.78656,3847.755,-3.4055195,654.7959,27.986055,835.68164,-1.3163329,518.76306,5.5209765,133.56084,-7.9282913,209.96735,-4.809088,105.67676,-10.164856,116.64307,-3.3392074,82.154465,1.4337823,86.77002,-5.982273,102.47167,-0.39987496,54.960484,-1.5432535,90.9632,1.1999997,32.87667,1.3614583,52.99099,-2.218824,47.454494,-1.8561252,32.90303,1.7099214,35.570923,-0.594345,30.471378,04383b5618f4d8d8ef2b075c6e24f754ac6c0795717058f7e330bcd09e1e835f3e854446fda612edf59a9159f87a4475a1fad99f520e9df05caabe23d304af28
0.54305446,0.08707066,0.060368903,0.008339855,2880.5552652014817,1593086.6218327966,2608.732663550464,741480.8514867316,6004.71045650653,7779854.300535982,0.16812422263681592,0.009354840015167676,7.521243e-07,0.0013311477,92.28515625,-385.07043,29794.799,64.177635,4174.2583,7.476663,738.3231,27.081701,649.4184,-8.082803,828.3772,3.85704,237.32413,1.6003821,148.09239,-5.1600924,181.89497,-4.2944875,159.06914,-3.1677403,214.46898,1.7129002,114.793686,-2.0422916,135.23691,0.8722822,60.764618,-0.3742323,58.45735,-0.107035205,55.17401,-0.99010867,37.186527,0.58650476,35.269783,-1.3412452,46.786175,-0.09162892,33.527767,0.8428758,51.042336,04383b5618f4d8d8ef2b075c6e24f754ac6c0795717058f7e330bcd09e1e835f3e854446fda612edf59a9159f87a4475a1fad99f520e9df05caabe23d304af28
0.46518838,0.0895,0.09542986,0.009743505,2087.3446690278884,1631672.1951052973,2096.1299356119753,743948.2751361297,4179.66650390625,8488235.075474024,0.11271809895833333,0.006944245455000135,-1.8716444e-05,0.004594611,151.99908088235293,-305.8882,27834.04,111.05872,4478.7466,2.324371,997.80804,29.679102,661.84607,-11.132545,787.87665,6.0448885,241.03159,-5.371978,196.59975,-5.093904,156.26616,-6.1458073,115.798454,-10.039943,151.39656,1.8168246,140.26007,-4.7401443,120.79417,-1.1610323,86.91124,-0.07480947,74.341545,-2.7310755,73.76548,0.6178344,62.0535,-0.738215,41.404617,-3.6458757,70.38354,0.22887695,67.97411,-0.754179,30.067682,04383b5618f4d8d8ef2b075c6e24f754ac6c0795717058f7e330bcd09e1e835f3e854446fda612edf59a9159f87a4475a1fad99f520e9df05caabe23d304af28
0.44549027,0.092483826,0.06927428,0.003628953,2360.885393882965,1749997.0932720422,2099.118100393185,431559.3438520125,4396.839959672887,5492775.086568275,0.14728529676258992,0.011714684902143974,-1.7506683e-05,0.0019365259,112.34714673913044,-291.04492,22472.406,89.7113,3989.7527,-2.3292778,856.5998,42.70708,911.31665,-7.6610246,707.7596,11.416456,195.04567,-3.724079,297.02054,-11.501132,205.21544,-9.504284,158.09964,-9.357029,122.084366,2.0822241,138.82596,-8.279355,126.656166,-5.8746476,89.690254,-1.3566401,77.37973,0.7928977,62.96036,-2.5881803,79.55528,-3.1393056,56.137146,-0.20095655,50.386612,-1.8081325,34.61234,-0.6549776,42.735302,04383b5618f4d8d8ef2b075c6e24f754ac6c0795717058f7e330bcd09e1e835f3e854446fda612edf59a9159f87a4475a1fad99f520e9df05caabe23d304af28
0.43366316,0.09570296,0.06456121,0.0038378674,2218.8577066319062,2026319.7039504822,2165.145505770119,768178.4740770537,4447.1072174781975,9295623.875206904,0.13077307412790698,0.011608202827499001,-6.66204e-06,0.002173442,161.4990234375,-345.5881,25836.48,106.574524,4121.1147,8.967899,900.76404,32.539036,532.08185,-7.066989,652.42645,-1.8977365,237.6874,-1.4598746,141.76878,-6.7937617,148.60094,-11.465641,238.81305,-7.7747083,133.03905,1.3766472,132.89003,-5.1392283,103.5714,-0.5541986,63.87807,-2.0563722,81.60463,-1.9912759,70.32427,3.1471255,60.401764,-4.4857645,52.879143,-3.8212078,51.009247,-2.3283448,51.19515,-0.7309176,36.189175,04383b5618f4d8d8ef2b075c6e24f754ac6c0795717058f7e330bcd09e1e835f3e854446fda612edf59a9159f87a4475a1fad99f520e9df05caabe23d304af28
0.4833343,0.091835916,0.05197769,0.0052013104,2575.199889726207,1332858.6477262352,2437.9375132794758,594493.2339210785,5339.547145113032,6330513.786660325,0.1193518672429078,0.005584957937702352,6.8467736e-05,0.0028755444,143.5546875,-369.0377,26512.291,74.476974,3248.7988,3.378683,922.8155,38.125706,1107.9581,5.821874,379.94876,13.852236,169.44843,-4.287623,369.79688,-6.1184154,193.80678,-2.4110947,134.04225,-2.0916317,134.88063,1.6300299,119.317795,-0.117250696,107.036026,1.2677684,58.964333,-1.6696048,65.92988,-0.5687529,45.720596,4.2633553,33.018425,0.23185189,38.548153,-1.2827991,37.73486,1.7786398,21.209896,1.3646297,30.033937,04383b5618f4d8d8ef2b075c6e24f754ac6c0795717058f7e330bcd09e1e835f3e854446fda612edf59a9159f87a4475a1fad99f520e9df05caabe23d304af28
0.51334095,0.09586428,0.061503336,0.0069508306,2742.0218950846106,2189884.6979456004,2547.630221865683,867799.8769613852,5687.664325420673,10382376.020140726,0.16270094651442307,0.012179953194934236,-1.2611499e-05,0.0038679224,129.19921875,-408.30432,28847.049,77.892715,4078.4736,9.5537405,483.14694,25.956106,654.2394,5.3806753,458.21515,7.572195,142.1729,-4.485863,219.89345,-2.4497325,109.899826,-6.191541,150.65535,-3.0645332,98.43677,2.2439842,53.241455,-6.155149,171.71378,-0.025109878,42.236088,-0.23155059,50.33901,-1.574608,70.470795,0.42121798,35.947365,-1.0985005,38.594284,-2.806663,49.566704,-1.1690326,38.604973,-0.36041546,32.104256,04383b5618f4d8d8ef2b075c6e24f754ac6c0795717058f7e330bcd09e1e835f3e854446fda612edf59a9159f87a4475a1fad99f520e9df05caabe23d304af28
0.4215495,0.10035751,0.07402064,0.003118977,2009.981813814156,1675043.9627745377,1977.44228837333,421022.65333219204,3820.5962586545656,5366680.323218277,0.11716118544161677,0.012840817095947922,-9.034088e-06,0.0033447547,161.4990234375,-284.27167,18835.266,105.519165,4366.561,3.5627391,1087.0245,44.287853,736.1255,-4.8881717,616.794,6.9403925,309.1608,0.66328514,304.75333,-5.7421618,149.96828,-9.806183,118.77438,-4.4369473,148.6768,5.7720976,121.20444,-4.9971647,143.51923,-4.3586965,73.757225,-4.8039837,95.00301,-1.8945823,97.947044,0.4627677,83.86885,-6.1869226,52.129444,0.021777855,50.063282,-1.6527162,49.83064,-0.30822188,57.16501,04383b5618f4d8d8ef2b075c6e24f754ac6c0795717058f7e330bcd09e1e835f3e854446fda612edf59a9159f87a4475a1fad99f520e9df05caabe23d304af28
0.49561283,0.08321721,0.046470013,0.001990487,1919.6473527196395,1245781.6194911376,2132.9274822604903,537963.9323206437,3853.8100298713234,6017447.958910857,0.10431985294117647,0.007919471156638387,6.3836137e-06,0.0012989783,129.19921875,-355.73886,22820.639,117.48675,2810.2307,11.060097,1639.0342,27.018671,686.29706,-11.253624,1145.4119,5.0145817,328.92688,6.5637136,269.99844,0.40909532,163.64755,-4.541306,114.51691,-5.0457754,142.37735,9.355578,155.63365,-6.099537,134.35817,-1.9097095,85.56514,-1.463496,112.42633,-2.064105,89.38138,2.5745373,29.787317,-3.585381,61.32724,0.89860725,77.04864,-1.4806508,48.595566,-0.8234473,44.53173,04383b5618f4d8d8ef2b075c6e24f754ac6c0795717058f7e330bcd09e1e835f3e854446fda612edf59a9159f87a4475a1fad99f520e9df05caabe23d304af28
0.42799714,0.094704114,0.0791127,0.0040518874,1848.0697104647663,1372073.9942925044,1914.2451893465604,375833.68623050395,3508.507770040761,5010169.539393008,0.09896338800465838,0.008206286348865556,1.20184895e-05,0.0023582412,107.666015625,-279.66956,17532.938,115.89075,3273.417,-1.807046,942.2811,34.655518,580.68335,-9.119369,807.3493,4.489899,217.315,-1.6549958,427.68323,-2.034962,216.78033,-10.865137,190.82483,-5.395631,153.24791,9.768991,185.51805,-5.3473186,136.32251,-5.230236,69.26075,-2.5960171,62.06682,1.5218014,75.95508,2.6892676,70.57022,-6.921085,72.907936,-1.171135,48.50397,-1.6125154,72.26262,-2.2799232,40.348606,04383b5618f4d8d8ef2b075c6e24f754ac6c0795717058f7e330bcd09e1e835f3e854446fda612edf59a9159f87a4475a1fad99f520e9df05caabe23d304af28
0.44928113,0.0957152,0.057921212,0.0056336136,2273.2956193049854,1107096.6055780035,2313.729531689059,380347.83316460275,4700.532602163462,4628682.521368766,0.12284780649038461,0.006981819212083986,-6.393905e-05,0.002536026,107.666015625,-326.62137,23872.127,92.7232,2234.4824,4.0744233,986.0748,29.256832,752.8304,-3.9215214,671.3345,13.213752,252.5549,-0.84249705,308.63467,-1.3557168,136.01648,-7.4133086,145.32231,-5.7850175,127.22825,5.618503,230.0954,-0.881094,144.26196,-4.907277,77.23285,-2.487581,76.11851,1.366376,84.909004,2.6068223,55.765602,-0.27119815,70.333755,-3.7116272,36.332886,-1.5466763,49.95521,1.358579,49.68621,04383b5618f4d8d8ef2b075c6e24f754ac6c0795717058f7e330bcd09e1e835f3e854446fda612edf59a9159f87a4475a1fad99f520e9df05caabe23d304af28
0.45355967,0.098946065,0.060739793,0.003260612,2464.3313210282113,1680828.493219034,2174.043840976118,439530.40398250043,4634.242810701069,5722328.554803166,0.15496504934210525,0.012557863198489031,-4.1347394e-06,0.0018550816,135.99917763157896,-310.61194,23072.77,82.64622,3659.431,-6.4418426,977.67444,42.798508,921.04926,2.1039808,816.47064,12.255994,262.65134,-2.996307,184.66774,-8.651483,174.73059,-8.59491,177.44086,-5.4662066,136.15291,1.130489,94.36867,-11.63621,132.17047,-6.642107,67.967,-3.244108,114.87604,-3.1299891,99.45426,-0.4647641,84.26331,-1.8002719,58.50459,0.8305708,47.02693,-2.4779568,42.295544,-0.19728841,34.10607,04383b5618f4d8d8ef2b075c6e24f754ac6c0795717058f7e330bcd09e1e835f3e854446fda612edf59a9159f87a4475a1fad99f520e9df05caabe23d304af28
0.4476046,0.08659573,0.063665874,0.0035273647,2156.4243990116215,1428591.1398997952,2044.8802557847541,427289.33822945826,4024.5157877604165,5800347.6747704875,0.1362696518132716,0.00908342402185941,-2.09502e-06,0.002058133,135.99917763157896,-292.23242,21183.992,105.49732,3549.8218,-2.4466221,1034.7451,31.879183,818.9741,-14.27316,772.0801,0.47377333,347.41907,-2.319271,212.12666,-6.851265,118.71036,-7.958205,168.11232,-3.9304032,80.44679,5.682373,159.27614,-4.0701394,88.354996,-7.1192,93.099724,-1.9880823,104.43089,3.5778508,114.24723,-0.22550221,80.106926,-2.4680135,67.62163,-0.06415864,81.416374,-1.8899727,54.086205,-0.68611664,47.816372,04383b5618f4d8d8ef2b075c6e24f754ac6c0795717058f7e330bcd09e1e835f3e854446fda612edf59a9159f87a4475a1fad99f520e9df05caabe23d304af28
0.45262462,0.09524949,0.051336452,0.0023668688,2651.4297755267844,2226434.926163479,2265.6773353659,485827.7475553895,4968.744232898622,6366496.401325517,0.1697373277559055,0.01822593241839468,1.3184133e-05,0.001022963,129.19921875,-330.1332,29338.277,80.441154,4318.0283,2.7947001,1058.1683,32.691982,742.25183,-3.3415978,1037.0977,13.083897,214.88982,1.4044304,286.86813,-3.292439,116.76641,-7.044823,257.8954,-4.332343,154.49576,2.0497954,107.54521,-4.9307284,146.0859,-4.5189753,87.648,-3.8231468,137.29924,0.661906,62.11248,1.9987744,75.642334,-3.6850429,58.938534,2.8453875,53.26827,-1.2738835,42.948273,-0.4657017,51.350086,04383b5618f4d8d8ef2b075c6e24f754ac6c0795717058f7e330bcd09e1e835f3e854446fda612edf59a9159f87a4475a1fad99f520e9df05caabe23d304af28
0.41687244,0.09299209,0.0843865,0.0039837095,1917.141947430141,1863065.6320137081,1942.5084453452162,493729.73097962665,3593.576689105731,6540154.577645694,0.11132040513833992,0.013600811125976667,-2.618753e-06,0.0042226273,135.99917763157896,-267.73724,17875.22,122.49569,4049.339,3.3620348,780.507,30.654058,604.6186,-12.629783,790.27826,3.8583522,268.745,-3.659733,297.15643,-0.14474638,143.11462,-10.859823,116.59283,-7.9825068,138.81004,5.468525,151.76735,-6.684918,143.56763,-2.1311529,80.17587,-3.2759879,111.07943,-1.2784445,81.7196,0.89716554,75.07336,-5.6137404,76.31049,0.6310691,56.855995,-1.7816615,56.785477,-1.0018777,49.38952,04383b5618f4d8d8ef2b075c6e24f754ac6c0795717058f7e330bcd09e1e835f3e854446fda612edf59a9159f87a4475a1fad99f520e9df05caabe23d304af28
