client_id	path	sentence	up_votes	down_votes	age	gender	accent
b0c41c8aabf111f8d389869d3b981ea6e7d9a19d6db0ca7dd608a674a136b6ac29ad6828d498f7eb005e56cd0b7501f04cd442c5a1091557a9d5952c39b6ce34	c5943f24de69223b0d05872e06c8536048e3b455568f42ea50785978db101234ca0fbae78c9a8d24dd837d74e057d8db029ef93df697c01cd31aa8e282e8c98b	La parole est à Monsieur François Asensi, premier orateur inscrit.	0	2	twenties	male	france
8839f00edb9bf545eef88dddc32588dfeb193eb5a6de20b34d64f96766e3e96fbafdf7075e47340c5c924a9b05790bdfb692a29fc30c6ac7dc7a38817a875a62	f964acad94af6394943b83af92bfc8be887d2992562853dea8e87268b35f438a670ff6fedd66397610bf468663850480fd6b4b41a97c7b06ebc7f3a41374da6e	J’en viens au budget de la mission Sécurités pour deux mille dix-huit.	0	2	thirties	male	france
973645df3aed466b174181b868a06bbc7c3cf52fef73dcd89bf3a97579ae664639f2f81ba95f679ef5c6c491bb7ab242dbccd3e850433387b23bbe573f1a345e	c7bd06849d6415e1f0c9da24e73869f5b7d7582588dc69a433d903e44c3237455717aebfca564b330b4f6abde204374eb599a15625d0c464742ab19ed04332ba	La parole est à Monsieur Adrien Quatennens.	1	2	thirties	male	france
16e51e1d11b909f89a6443e9e2d348bff5c2dcd048328017169502b899b200dc92b64c52bd9dc1f74e479cd0f1e7f466b5b7ee989dc59f0387cb0cec7d27bde7	e4b868f274b82aaf114bfffd8c8bffb523664713ddb31e38cf4a6181a52e35a62b8aaac04b7ec9a9d883e5c34e5329dea269e231b308d23ba6ec29dd830bcb15	La parole est à Madame Elsa Faucillon, pour soutenir l’amendement numéro trois cent quatre-vingt.	0	2			
42ac1cb5ef34713ecf72416c8a4b566a89898bccacf2678ff9e280922fa868505d0d2dd478dc580c1f6a19b2a171cff5dd0572bdde34c8987321dc52acfbb847	dedee7ece53afd914e1c6a0f8dcd6c9404b1c55677dd18c715eda88f01fed56b16cc6f0e30cf3746ddb199e758d9510c3f6d26611179c2dbfa040c1c23d90df7	Effectivement, elle rapportera, à terme, quatre cent cinquante millions d’euros à la CNAV.	1	2			
42ac1cb5ef34713ecf72416c8a4b566a89898bccacf2678ff9e280922fa868505d0d2dd478dc580c1f6a19b2a171cff5dd0572bdde34c8987321dc52acfbb847	cf80dd9e3b50ee3c5171ae36461c80c7424d3e0685a49667d9568e71356677d6fc59be5d6357110bf7647cdba02a04e649e38babdf008e856ddde3daf9eb37bc	"Le ricard à l'apéro c'est ce qui se fait de mieux par grande chaleur"	2	3			
b628c566b3b9a99ef04a3659f1e08895bd11237a5cb08a303086ee18abbba1a906bad573fe6fd1ff1c923b2dd162af67c4ac3513974a7109d4dc68ad6ca44a6a	c26502bfeed2d9ec7a37140710f205c5501b2617eb47e4d37f9f8234b54838198a0cb43cfe179ec3ba2b36746d2be26491363e9d1246b906ec19e1cefa35c98a	La parole est à Monsieur Marc Dolez, pour soutenir l’amendement numéro mille trente-huit.	1	2	thirties	male	france
a205d601a8013345dbed1b2780ba3e585cb21170cd686b0152b204cbd441de69e688d2533656d136a88a157005277dce0a7a40f694dc53e49485e1da6d245bcf	8126a7d578e96c9273b48d5a13c1680cbcdb99da89a850a05a0a30b8a9143af7273af000346ac708cb8ff06d7854c56a41cba341e9e0b05f91c62a6d8581c87c	Entendez la voix des travailleurs	1	2			
2041cf50def363cc48b3007a68e0d218d6b021ca7820e8b564f3cd8b72ff0956502a41a27f86b5749e405b1a64ca191067fcb0773b9e5d0de73277a1613aba8c	daa5efc91e72d01a1203cd33de90e14152e0733048c36008d8bca52b30af52c841ee1942243176de7b0d6526475d589746232a971d24a8926bbbd7d114cd7c8a	Hélas, telle n’est pas votre stratégie.	0	2			
a17954e8bb6060254b1a7a3d5bc132ce766cc8371fe62a0643482b36c807b8d881dcff5851e62ba15acad4c6624c91a5a450b628252ac3daa044871f047b6408	a49f324f38ed5d320229995fe5ffc512245ed19b0e8a5d0e9f913811ca6b3903d2f604ed9bd3225b8a7157586cd121d93605db7829036e12eaa4d79051a0abe3	Cela revient à maintenir le pouvoir de blocage de telle ou telle collectivité.	2	3			
38e5eda8f4992bc0c779dbdc4802ec438d8c93535f910b5bf51ca3d61d3a0434bb5ba00b9de3e740b2c5db2251d46bdcc0e853bf3c2d21879b002e2fd2cefe2f	7bc3a53e99f1e33be1c2fc4a824d402a6d7119d13a6dbf39f126c6f38558958c6e50e0b41d8c7675f4dbb095f80e57e95d265fbf3c86508df1b7e6cb45e29ff2	La parole est à Monsieur François Pupponi.	1	2			
db59db2f99618a0a9d2c59bae79985ecd92903dcb6aa729564cba51df1b26e7b02860c29cbd37344b6fa8191489ea305908aa0f3b0aafca1e625f07f9477815b	d7f30b77d26acfaa041a40efd6b02b60318b5487545d38bf57ea853f91fafc17b3f52c53447df5dc345ed157aef3c6052d2b5ba32b7e76e86fae06f5bdee799a	Sans surprise, je suis très favorable à cette proposition de loi de l’UDI.	1	2			
01e371c69e46308a8aeb8a576add64f2f21f6c93f4daf7b841a9fb784e0e0dc6514eebe62dac67ffa9f5e84d2053d460faee55e3628957a2a98c6a7bc669c7f7	ca7e15ea6fe67bda2ae6991632c7a9a68af3c31f790e6a8b8968843f9e199b6705a28fa5cde6a5380c1fbdf43cd516eb9fc89add3b180f60b4c96dd5433bd25b	C’est également une demande des acteurs de l’appel de Grigny.	0	2	twenties	male	france
99560ecc979121f4c8f2280bfac949ce5d95f9658fba10d0a8a26a170883f5b2c06aae571ed85887bd76f88db4dca863ead6f6c90c4168d611f8879d206b4d35	77f256351f33e5bae81cfb560584ef05394e7812dfd5a7d4d9fafd77d851b8ae33c0ea327d798cfe03e3e00b6bd2a002b7e453b7831d1360eae456863d3c83de	L’unanimité devrait nous porter vers cet amendement	2	3	twenties	male	france
99560ecc979121f4c8f2280bfac949ce5d95f9658fba10d0a8a26a170883f5b2c06aae571ed85887bd76f88db4dca863ead6f6c90c4168d611f8879d206b4d35	c4bfa3cc97b878a2a0a64093aa3df4c54ae4465ea6f40d7b8a4bba9cd9c7e5328603153f2146801110410d1cf6e6c988eee508db7b20b7abb713003981ca47e3	Merci, monsieur le président.	1	2	twenties	male	france
99560ecc979121f4c8f2280bfac949ce5d95f9658fba10d0a8a26a170883f5b2c06aae571ed85887bd76f88db4dca863ead6f6c90c4168d611f8879d206b4d35	2a548d3766f12f9731d54d2f6e876f82393d3eeccba89fdc8a974f1fb7782bbc534424435713df69bec860ca8c969e792d96997ab2445a9457a6f4293f0784f3	La douleur est la grande éducatrice des hommes.	1	2	twenties	male	france
99560ecc979121f4c8f2280bfac949ce5d95f9658fba10d0a8a26a170883f5b2c06aae571ed85887bd76f88db4dca863ead6f6c90c4168d611f8879d206b4d35	45d166d6be7902864ba427ac71aaf10277951ba3da47dfdd5116b1ca30a15e388f0464ff9fd2a77ac815dad2d9f3e938187b62678d1ca03c2157ac991ef4079f	Monsieur le ministre, l’agroalimentaire va mal.	0	2	twenties	male	france
01e371c69e46308a8aeb8a576add64f2f21f6c93f4daf7b841a9fb784e0e0dc6514eebe62dac67ffa9f5e84d2053d460faee55e3628957a2a98c6a7bc669c7f7	cdb019cb36eb249cdd1f8b707a0da28fc3fec002e1586dbf7f0c244f9aeec0a81346eb4b92ce84addd72df8a096ff7582d54d49ca4ed67c113a6c60d2d678d85	C’est l’instabilité dans vos prises de décision qui renforcent ces craintes.	0	2	twenties	male	france
478027064acf6ce6961ed535083bd7d90751e610688e2d20063b2ae74f1fc2d0ba118c98ebdfbda4acd4f22d77c26b36d24bc0f1ac8a46092a8cc8dfdac63fa8	f602710e4f3bbf1b7b5fd2c4c80295c855416fc68adf6876bbd5d5165d932ac89f81fa40d8891891fea74016ec7155d086d0bd9ede0623063323294e573c3762	Et pour les familles	0	2	thirties	male	france
478027064acf6ce6961ed535083bd7d90751e610688e2d20063b2ae74f1fc2d0ba118c98ebdfbda4acd4f22d77c26b36d24bc0f1ac8a46092a8cc8dfdac63fa8	9f2e63016e2a89aa4b032083143788a918f56806b7e0de82566dbf06d6f4d4fa046b85bd0b0f687debdefc1927df23ddb83098780f1206360248bcbb86421895	Cela nous évite de nous heurter à cette difficulté juridique.	0	2	thirties	male	france
478027064acf6ce6961ed535083bd7d90751e610688e2d20063b2ae74f1fc2d0ba118c98ebdfbda4acd4f22d77c26b36d24bc0f1ac8a46092a8cc8dfdac63fa8	ab1a4883195afed18813953578a52b511f867f62dbf3935b0bd28e5b90b9cad55df92782b804e1196c1fa25f4510037aea4f45c05415fc2e5678e3b9b0e01609	En aucun cas ce que nous proposons ne remet en cause la solidarité nationale.	1	2	thirties	male	france
478027064acf6ce6961ed535083bd7d90751e610688e2d20063b2ae74f1fc2d0ba118c98ebdfbda4acd4f22d77c26b36d24bc0f1ac8a46092a8cc8dfdac63fa8	71050df1238f50f266456c01df6a3467aeb30d7fe3ff6ba3914ce506ba11047b6b002458f316f11f81d5d9e63154004fe9eb821d5747a236dfaa3dd84d20fd2d	Cela se fera dans les prochaines semaines.	1	2	thirties	male	france
478027064acf6ce6961ed535083bd7d90751e610688e2d20063b2ae74f1fc2d0ba118c98ebdfbda4acd4f22d77c26b36d24bc0f1ac8a46092a8cc8dfdac63fa8	a6e81e1eed2e8991f0c2815d4ee7448b6dd1466060ef7b83144f96d24eee5c202f96e1ff49672da48a35436a4dbb9f33d3c5dde002638c876b2edb9835b8c805	Eh oui.	2	3	thirties	male	france
478027064acf6ce6961ed535083bd7d90751e610688e2d20063b2ae74f1fc2d0ba118c98ebdfbda4acd4f22d77c26b36d24bc0f1ac8a46092a8cc8dfdac63fa8	ef582eba60483dc91540488192d56628f203ef7cb5b8f10dcd09026ebe7d1593b4bad9c4f395c4b9b5344ae4a706780333cd42e3cd3a5c2cf8aedba6a95084be	Rendormez-vous	1	2	thirties	male	france
478027064acf6ce6961ed535083bd7d90751e610688e2d20063b2ae74f1fc2d0ba118c98ebdfbda4acd4f22d77c26b36d24bc0f1ac8a46092a8cc8dfdac63fa8	c07652bac253b0220d852b947bbbb0092039364e981e2ca77590be1e4637df8c3dd031a86f45460fe142f61369e0fbe267e3ac92929bff9998a65dc74d8ba725	En réalité, vous voulez les contourner et c’est exactement ce que contient ce texte.	0	2	thirties	male	france
a052643877e709f958e5047cd5edc59a28e6c0cbec9aef7d9da18f454b47d005a797e86bccd9388f48599e2ec5b13f812d6b001b7415bdc06711369de0772357	2199b8e3b24c5c079ba4dfce33c34da885a5c5a1778e8a57a8aa1fe8a3b9373c956c106d3735d8039e929a0f817a8b873e0a9808e34afbd6479ce03fe3d80b15	Cela devrait balayer les réserves de la majorité et l’inciter à voter ce texte.	0	2	thirties	male	france
a052643877e709f958e5047cd5edc59a28e6c0cbec9aef7d9da18f454b47d005a797e86bccd9388f48599e2ec5b13f812d6b001b7415bdc06711369de0772357	df20962d304ee308c571ca83a1247741b0efad9aef45b0f5b6884c1b2bb99bea2866b4f9c7722decf7d8fa7c43f1e780f540d3e3aab8f402c5ba73ef8d22b22b	Un peu de hauteur	0	2	thirties	male	france
478027064acf6ce6961ed535083bd7d90751e610688e2d20063b2ae74f1fc2d0ba118c98ebdfbda4acd4f22d77c26b36d24bc0f1ac8a46092a8cc8dfdac63fa8	fc6e959ea623cb2e9d6ce0ae18c66c7605b1034154dd70ee09a01dae73b7bf9b342df8c0cb96f33d823c0260ab5bbf3e8fa9682587ab6b790feb9c27ed213b12	À la bonne heure	1	2	thirties	male	france
a052643877e709f958e5047cd5edc59a28e6c0cbec9aef7d9da18f454b47d005a797e86bccd9388f48599e2ec5b13f812d6b001b7415bdc06711369de0772357	cc456aae61932a2dc7bed5272e0aa6187b398c1637d44d422cb4f14c8b374d1c10ccc717ea7a31fcd3735b2c335863e832d1d3b179f301ed3af379af9bbd9cf1	Employeurs et salariés doivent faire preuve de bonne volonté.	0	2	thirties	male	france
a052643877e709f958e5047cd5edc59a28e6c0cbec9aef7d9da18f454b47d005a797e86bccd9388f48599e2ec5b13f812d6b001b7415bdc06711369de0772357	c71cc7ca4d6373752c5a8f2c54f925d949a34eb8a74d1f14d50f97f5004061edf8f3942cdd1cd0b0e2fbc331e4c06b50e96b073d030465ccb4a66d65005e1394	La commission a émis un avis défavorable.	0	2	thirties	male	france
a052643877e709f958e5047cd5edc59a28e6c0cbec9aef7d9da18f454b47d005a797e86bccd9388f48599e2ec5b13f812d6b001b7415bdc06711369de0772357	860d10c736608d438591411b77b539f5cb62231d9bcdad87f4f181b32f21c847400ad99e6115291c31ff7a67ec115d652b8f5c290b5449903996af2b57e59eed	La parole est à Monsieur Sylvain Berrios, pour soutenir l’amendement numéro six cent trente-quatre.	0	2	thirties	male	france
478027064acf6ce6961ed535083bd7d90751e610688e2d20063b2ae74f1fc2d0ba118c98ebdfbda4acd4f22d77c26b36d24bc0f1ac8a46092a8cc8dfdac63fa8	dfa1f07b8d3d5e8c42eb0f68a958d42f83fbbd81cf8206131e6830952355c4d336ec30b3af4af8541fa878821842c44ec44a1da177dc9443ff01f4afb22cbf29	le terme est peut-être excessif, Oui	0	2	thirties	male	france
478027064acf6ce6961ed535083bd7d90751e610688e2d20063b2ae74f1fc2d0ba118c98ebdfbda4acd4f22d77c26b36d24bc0f1ac8a46092a8cc8dfdac63fa8	7dae7c6f741655e152166305927ffe5810e4a3f07f86dc216d8c66ab12e779083f735ed2cc4aed671f8ea3d083dd28bea38826ee40c5b87df1675d35cd7e5302	Voilà le résultat du travail que nous avons mené avec les associations.	1	2	thirties	male	france
53729d8cf53c37f85cfd03df797a580e3fbb3187e23bf55898293e27cbcb2824d5d029b24530b02dfd9ab69baf88c363fa36bffbdb8659292bb32af7cd9ecaa8	8dda58fba26084c09fce2ca6acb3beb509e307be2f54bcad39908b93b2213091fa5cc79af43a0801734863b896cb256a3e10dee301d5d2f31d2d5094a1a88c44	Trente-huitième analyse	1	2	twenties	male	germany
53729d8cf53c37f85cfd03df797a580e3fbb3187e23bf55898293e27cbcb2824d5d029b24530b02dfd9ab69baf88c363fa36bffbdb8659292bb32af7cd9ecaa8	6f20492ca11ec942b11663a98deee2e49477f14e323f0b2420d3aa2548d2489f3e0dbdd924a7525cdc8148ddaa49650b1c37e45568191ad2f46b91a994595652	Les communes conservaient cette clause de compétence générale.	1	2	twenties	male	germany
53729d8cf53c37f85cfd03df797a580e3fbb3187e23bf55898293e27cbcb2824d5d029b24530b02dfd9ab69baf88c363fa36bffbdb8659292bb32af7cd9ecaa8	5b7fa60596220d733c1ef683d8406a7572c5eb8ced2027246f9677450422b94ff50a11d0c26822901352a2b6b852d86d0acf9ecc828ad9e057bb43e38cda8cac	À situation exceptionnelle, réponses exceptionnelles.	0	2	twenties	male	germany
53729d8cf53c37f85cfd03df797a580e3fbb3187e23bf55898293e27cbcb2824d5d029b24530b02dfd9ab69baf88c363fa36bffbdb8659292bb32af7cd9ecaa8	716b65d2961e745a03d4c0c52cca088c8432400b7b66cc9b2edef3798a60103cec7baa438a65b5ac275821e71dd9bd6b68e00c4dce8fd5f49c9181fac11a3fec	Vous ne voulez pas l’entendre.	1	2	twenties	male	germany
53729d8cf53c37f85cfd03df797a580e3fbb3187e23bf55898293e27cbcb2824d5d029b24530b02dfd9ab69baf88c363fa36bffbdb8659292bb32af7cd9ecaa8	469b5158450a3e1279e4c0a843777ed4bf911326116e6d0414354e96b17e4e5998d8bca9714c9637944fd46d44a007bb8af073472caf2c80b2ace8a2a61018c0	Le groupe UMP votera l’amendement de Monsieur Dolez.	2	3	twenties	male	germany
53729d8cf53c37f85cfd03df797a580e3fbb3187e23bf55898293e27cbcb2824d5d029b24530b02dfd9ab69baf88c363fa36bffbdb8659292bb32af7cd9ecaa8	4f842774c30f5c7757b7c241b1c2bc7af817346fb62ed06071c63eea369b88cbbc2a1a5a9e73adb333da2a0d5ab42b59938f6734e96bd9ea84be9ab238e8c99b	La simplification des normes et des démarches administratives est indispensable.	1	2	twenties	male	germany
02c594adb2e8c65dd540e753542d58d45e5fab0cde00c3f832c27547ea3a8d8f5998247bd675dd0e597e70f51116613f254fc880b9b94f15d75a4392348d2737	54b17494cf90e09a7de7d110a0d3b7ecee7b33366d2d81b61981c1eb7ddf2dcd4dd7c4e5e4ae3bb540c5b0cb3a5e590004b584831ca64e135c2abc5ac2c63fb8	Monsieur Tian, il faut savoir	0	3	teens	male	france
02c594adb2e8c65dd540e753542d58d45e5fab0cde00c3f832c27547ea3a8d8f5998247bd675dd0e597e70f51116613f254fc880b9b94f15d75a4392348d2737	8ddda1fcc07f48375caacb99a3f70c58654d2ad5208686881cc1232fd3e0477e6bc0226a24eca757979bfd5fddaa7817104ce59e00f44d6aae693a537e86b95d	Revenons-en à la croissance.	0	2	teens	male	france
19792d78e63ee9c5e014a801e40aac452a0705082a720c3c36a22bbfd05bd5a8800f7c669f333de32f175ccb9270ab0c3ea0dce5a508133300c45d8c51647141	990cf22f6a4fd50c090a0685b06d1678180f7f417ae37a6b1c33ab2d98c62a27bb378c0d7927b8ee1d49877ffec92cd7631885026a0173c062a82a38be315e3d	Et vous nous parlez d’une amélioration du contexte économique, c’est un peu curieux	0	3	fourties	male	
02c594adb2e8c65dd540e753542d58d45e5fab0cde00c3f832c27547ea3a8d8f5998247bd675dd0e597e70f51116613f254fc880b9b94f15d75a4392348d2737	7b21c862ae6207f541fd90c1131bb15398a5a2f96245450415ff9f6d29733b570099460c2e05e23d5a5910a0148992ac722fefe09283b52ac823e350db4af73e	Cette surmédicalisation a aussi des effets pervers.	0	2	teens	male	france
a052643877e709f958e5047cd5edc59a28e6c0cbec9aef7d9da18f454b47d005a797e86bccd9388f48599e2ec5b13f812d6b001b7415bdc06711369de0772357	3f4120f0dbf15e6c948feda968bd562dd8abecc660e6a45d3b400936ddb510a6f1c8db4159e49308824b3bbf966e31408bb1d4edbe20fba6265ba0778f7031ce	Votre question appelle une première observation d’ordre volumétrique.	0	2	thirties	male	france
a052643877e709f958e5047cd5edc59a28e6c0cbec9aef7d9da18f454b47d005a797e86bccd9388f48599e2ec5b13f812d6b001b7415bdc06711369de0772357	9a2c2e1a60b4a4f276709a410a27a9dfbc1e60883540faa139952629fabe469cca9005ec51c5511d9bd12830a1dd4ccf8214517561dc9b6023855c2fd501ee1f	Justement, c’était très bien	1	2	thirties	male	france
a052643877e709f958e5047cd5edc59a28e6c0cbec9aef7d9da18f454b47d005a797e86bccd9388f48599e2ec5b13f812d6b001b7415bdc06711369de0772357	662711f60433c8c995f9245a5a16ef488764ac9848b173b4460e865106424e65397641c383a35e2687f741b0a7b6f112634306aa4c2d9de67a265cc4c1d173c4	Plusieurs orateurs sont inscrits sur l’article treize.	0	2	thirties	male	france
36da2683840475afd20c0d2f1d5c5c885ecfabc359771b689a28287740d978a4bee568ad3861502e11f0118b3489bf20fa8be5e67907a1e340b48f80f3c71014	d52cd883da570e5704fa93b9586393feff10c7818c517c5b420352ec91742cd7173d7bde1ed7dd8919449d7560f9ce7aee48f56fca77d388df19cff880564faf	C’est pourquoi nous vous proposons d’aller plus loin.	0	2	fourties	male	france
dc9f7ae161e2dbdbc9cd7d707b47cecd509d43845e841fb4d5ec3ad05424746a00a6a3448e2833b430967b52a561ee0873b8a7a91e14b02dc2153287b051c802	2586ee5932cf5cfe3f873d569a91090581d43546f6a56fb6ebcb40bde0ecad7e134ffdbcd60930a97c4fd389e9779e260d38f7776faff162f5291d3864e11e08	Déjà mercredi dernier, nous avons déjà dû travailler sans le texte.	1	2	fifties	male	france
18892ce74366bc63c788baa23a0d79cee7df2c4e08dfa1be873f13f1ddfc352cee23543ebbe6d7d4659f69faa86817abc28393731b2b6002144d33d057daf379	6ad76949b3848bb5a7e2f6f1640fd0bfc09a2a703c26cab06b97a30a79766fd1f0f3992bbfc1a964450f804223c96b96dd1d7b833c9b1b0fe0661bf23195bc7a	"Maintenant le pont d'Iéna relie entre eux des quartiers neufs."	0	2	fifties	male	france
569854fb4f408f33d7e1c42146c0e20d1e3c1213e46307ca6ce15cd322ff8eec45d94d6a096f0dc9a6cec4dc7d3093b89c27ef2a43d4fc9e08463984caaaf38b	3e5cadb57566389affcfccdcdca471b4d3159cbe7f9122de7578882e7d926f452c1d2c1bdb59332388877342e42441ac0094ce8c8291b688bdfdad0d4903dd27	Or j’ai dit le contraire, vous m’en excuserez.	1	2	thirties	male	france
18892ce74366bc63c788baa23a0d79cee7df2c4e08dfa1be873f13f1ddfc352cee23543ebbe6d7d4659f69faa86817abc28393731b2b6002144d33d057daf379	033decb171b0de7031c50f63acdb5a4ea3677ef338dd51d9043016d664a593999d89a603e6de7eb01b8c8a896b5dd05cfa3e6e2142ef9e71b931b99a3e4c93cd	C’est un sujet important qui sera pris en compte.	1	2	fifties	male	france
844c24757c1e066454ff5e2de38a296fc0ab6b851d09598a0e8261eee09f188889a08896448832a7d3987b112795242feccff9afbae57297d7bd00db4218bed1	421c120060f26a016dcf3a80c3f5e717b419e81531eb3f9e3939d0e1c9fa737cc71a9066b1dcef57850ebad10e1c335ecde909b2e8ac6dac24bba2a3906d31d2	Il y a donc un vrai consensus républicain.	0	2			
844c24757c1e066454ff5e2de38a296fc0ab6b851d09598a0e8261eee09f188889a08896448832a7d3987b112795242feccff9afbae57297d7bd00db4218bed1	0b3cb4fc4ebd6d8611210bd859b2e37853809992b93943c3696058d4ed0f01c1134094dc7bb44680f36081c274a4dc3fb40dc65d2178b6d99daea1e2544d0e80	Au nom du Gouvernement, je m’en remets donc aujourd’hui à la sagesse de l’Assemblée.	1	2			
52fc3e0760e5081f6998070d1ded56b0853d50aa3ec7250aea2a1d7356a14f7caf7ab6cfc8fdbc1c67ecce12abe2f43272ba62bfcdd69761a49a3eb84792e112	6e1776600725d321f8ee2a65f9bd061f3e30bc3280aff398b044c6caa424bc1464fcf08b1eeda064b87e75f7b16abb4533c3bb35587ea00ba6e08e5f26af1283	La parole est à Madame Christelle Dubos, pour soutenir l’amendement numéro trois cent quatre-vingt-dix-sept.	1	2	fourties	male	france
ef09b85d412f5a1433eedf877043f753b82a281f698bff9e32904ff98999b7137ce5b29a9cd750c33b6120967752b053e356fcd3eec6ba135ddf8974cf2185d8	e35b09526675fe59c223b769236a23d31a527e74f6d427b9511f363dfbb9cb39f69b8f47bc5b9ffb01fcd960c97457057e40d13e7e1da3b865248fd9f9a1061c	Je suis également très satisfait des mesures qui sont prises en matière de logements.	1	2	sixties	male	france
ef09b85d412f5a1433eedf877043f753b82a281f698bff9e32904ff98999b7137ce5b29a9cd750c33b6120967752b053e356fcd3eec6ba135ddf8974cf2185d8	0ebc8f57744bfd820fb8f0c26ff95686cc1979e34c58de643f0dcd40b70e7f00763518392f6eb834f4525c8377cab7aded707222051f072f5e74444bc13ae573	Murmures.	1	2	sixties	male	france
ef09b85d412f5a1433eedf877043f753b82a281f698bff9e32904ff98999b7137ce5b29a9cd750c33b6120967752b053e356fcd3eec6ba135ddf8974cf2185d8	a0faa46df3ea5b300c1041cda4755c61cbc85dd91ff4a389393aad81edfff017312b57885cd6257a9c0377e86a0d6cf315385f45107b2a4b15dd394950f3a099	Votre politique a des effets désastreux pour les ménages modestes.	0	2	sixties	male	france
52fc3e0760e5081f6998070d1ded56b0853d50aa3ec7250aea2a1d7356a14f7caf7ab6cfc8fdbc1c67ecce12abe2f43272ba62bfcdd69761a49a3eb84792e112	ba401cc4edd4b97928c3f2e988d395dbfc7ceecf2c9ff0cd9c62562a38282a0fa342ed5b0c07729e4445b3048afae9706f45729d11aec8785767f6c79ae17dff	La population en est satisfaite.	0	2	fourties	male	france
